,Date,Open,High,Low,Close,Adj Close,Volume
8517,2014-09-19,25.5725,25.5875,25.125,25.24,22.752855,283609600
2283,1989-12-22,0.323661,0.332589,0.321429,0.325893,0.261059,184587200
9328,2017-12-07,42.2575,42.610001,42.227501,42.330002,40.485203,102693200
5876,2004-03-24,0.45125,0.459821,0.45125,0.455357,0.390407,428215200
6911,2008-05-05,6.497143,6.618214,6.466071,6.5975,5.656466,854557200
1578,1987-03-12,0.294643,0.295759,0.28404,0.291295,0.227986,302400000
7122,2009-03-06,3.155,3.157143,2.940357,3.046429,2.611902,1011147200
5138,2001-04-12,0.3825,0.411071,0.377679,0.400357,0.343252,298933600
6806,2007-12-03,6.495,6.576429,6.346429,6.387857,5.476723,961469600
2171,1989-07-17,0.363839,0.368304,0.354911,0.363839,0.290052,130894400
9469,2018-07-02,45.955002,46.825001,45.855,46.794998,45.111359,70925200
4551,1998-12-14,0.293527,0.297433,0.287946,0.290179,0.248789,501446400
4722,1999-08-19,0.53404,0.540179,0.522879,0.524554,0.449734,550020800
1300,1986-02-04,0.106585,0.108817,0.106027,0.106027,0.082984,260176000
7477,2010-08-03,9.321786,9.402143,9.265,9.354643,8.020349,417653600
9443,2018-05-24,47.192501,47.209999,46.552502,47.037498,45.345142,92936000
2203,1989-08-30,0.392857,0.399554,0.392857,0.397321,0.317495,116099200
5746,2003-09-17,0.399464,0.399643,0.390179,0.395,0.338659,289396800
7955,2012-06-25,20.617857,20.707144,20.370358,20.384644,17.477081,304382400
3902,1996-05-20,0.248884,0.251116,0.246652,0.249442,0.213863,84515200
6392,2006-04-11,2.463929,2.475,2.395357,2.428214,2.081866,939316000
9651,2019-03-25,47.877499,47.994999,46.650002,47.185001,46.00259,175381200
6317,2005-12-21,2.592857,2.628929,2.590714,2.625,2.250583,475736800
1790,1988-01-13,0.375,0.386161,0.367188,0.377232,0.296724,211680000
438,1982-09-08,0.080357,0.080915,0.080357,0.080357,0.062893,72329600
3679,1995-07-03,0.415179,0.420759,0.412946,0.419085,0.357218,39390400
299,1982-02-19,0.084263,0.084263,0.083705,0.083705,0.065513,13596800
1107,1985-04-30,0.094866,0.095424,0.094866,0.094866,0.074248,94729600
2606,1991-04-05,0.640625,0.640625,0.613839,0.61942,0.503411,155411200
9163,2017-04-13,35.477501,35.595001,35.262501,35.262501,33.335854,71291600
8294,2013-10-30,18.557501,18.84,18.465,18.746429,16.526127,354163600
4438,1998-07-06,0.263393,0.271205,0.260045,0.271205,0.232522,270950400
8498,2014-08-22,25.0725,25.3675,25.047501,25.33,22.833981,176736000
9978,2020-07-10,95.334999,95.980003,94.705002,95.919998,94.996819,90257200
3131,1993-05-03,0.457589,0.464286,0.455357,0.46317,0.383292,65184000
116,1981-06-01,0.147879,0.148438,0.147879,0.147879,0.11574,51251200
